Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,family_size,gender
1,3,18.0,0,0,7.4958,False,False,True,0,female
0,3,29.69911764705882,0,0,7.75,True,True,False,0,male
0,2,16.0,0,0,26.0,True,False,True,0,male
0,1,29.69911764705882,0,0,30.6958,True,False,False,0,male
0,3,25.0,0,0,7.8958,True,False,True,0,male
0,2,39.0,0,0,13.0,True,False,True,0,male
1,1,49.0,0,0,25.9292,False,False,True,0,female
1,3,31.0,0,0,8.6833,False,False,True,0,female
0,3,30.0,0,0,7.2292,True,False,False,0,male
0,2,34.0,0,0,13.0,True,False,True,0,male
1,3,27.0,0,0,6.975,True,False,True,0,male
0,3,31.0,0,0,7.775,True,False,True,0,male
0,1,39.0,0,0,0.0,True,False,True,0,male
0,3,18.0,0,0,7.775,False,False,True,0,female
0,2,39.0,0,0,13.0,True,False,True,0,male
1,1,33.0,1,0,53.1,False,False,True,1,female
0,3,26.0,0,0,7.8875,True,False,True,0,male
0,3,39.0,0,0,24.15,True,False,True,0,male
0,2,35.0,0,0,10.5,True,False,True,0,male
0,3,30.5,0,0,8.05,True,False,True,0,male
0,1,29.69911764705882,0,0,0.0,True,False,True,0,male
0,3,23.0,0,0,7.925,False,False,True,0,female
0,3,43.0,0,0,6.45,True,False,True,0,male
1,3,27.0,0,0,8.6625,True,False,True,0,male
0,1,38.0,0,0,0.0,True,False,True,0,male
0,3,29.69911764705882,0,0,6.95,True,True,False,0,male
0,3,29.69911764705882,0,0,56.4958,True,False,True,0,male
1,3,29.69911764705882,0,0,7.75,True,True,False,0,male
1,3,15.0,1,0,14.4542,False,False,False,1,female
0,3,29.69911764705882,0,0,7.2292,True,False,False,0,male
0,3,23.0,0,0,7.8542,True,False,True,0,male
0,3,18.0,0,0,8.3,True,False,True,0,male
0,3,21.0,0,0,8.6625,True,False,True,0,male
0,3,29.69911764705882,0,0,8.05,True,False,True,0,male
1,3,32.0,0,0,56.4958,True,False,True,0,male
1,1,29.69911764705882,0,0,29.7,True,False,False,0,male
0,3,20.0,0,0,7.925,True,False,True,0,male
0,2,16.0,0,0,10.5,True,False,True,0,male
1,1,30.0,0,0,31.0,False,False,False,0,female
0,3,34.5,0,0,6.4375,True,False,False,0,male
0,3,17.0,0,0,8.6625,True,False,True,0,male
0,3,42.0,0,0,7.55,True,False,True,0,male
0,3,35.0,0,0,7.8958,True,False,False,0,male
0,2,44.0,1,0,26.0,False,False,True,1,female
1,1,51.0,0,0,26.55,True,False,True,0,male
0,3,29.69911764705882,0,0,7.2292,True,False,False,0,male
0,3,41.0,2,0,14.1083,True,False,True,2,male
0,2,21.0,1,0,11.5,True,False,True,1,male
1,1,48.0,0,0,25.9292,False,False,True,0,female
0,2,24.0,0,0,13.0,True,False,True,0,male
1,2,42.0,0,0,13.0,False,False,True,0,female
1,2,27.0,1,0,13.8583,False,False,False,1,female
0,1,31.0,0,0,50.4958,True,False,True,0,male
0,3,29.69911764705882,0,0,9.5,True,False,True,0,male
0,3,26.0,0,0,7.8958,True,False,True,0,male
0,1,33.0,0,0,5.0,True,False,True,0,male
0,3,47.0,0,0,9.0,True,False,True,0,male
1,2,28.0,1,0,24.0,False,False,False,1,female
1,3,15.0,0,0,7.225,False,False,False,0,female
0,3,20.0,0,0,9.8458,True,False,True,0,male
0,3,19.0,0,0,7.8958,True,False,True,0,male
0,3,29.69911764705882,0,0,7.8958,True,False,True,0,male
0,3,33.0,0,0,7.8958,True,False,True,0,male
0,3,22.0,0,0,10.5167,False,False,True,0,female
0,2,28.0,0,0,10.5,True,False,True,0,male
0,3,25.0,0,0,7.05,True,False,True,0,male
0,2,27.0,0,0,13.0,True,False,True,0,male
1,1,19.0,0,0,30.0,False,False,True,0,female
1,1,26.0,0,0,30.0,True,False,False,0,male
0,3,32.0,0,0,7.75,True,True,False,0,male
